apt_detail_id,apt_id,road_address,jibun_address,zip_code,code_sale_nm,code_heat_nm,total_household_cnt,total_building_cnt,highest_floor,use_approval_date,total_parking_cnt,builder_name,developer_name,manage_type,hallway_type,subway_time,subway_line,subway_station,educationfacility,geometry,created_at,updated_at,is_deleted
4349,4349,부산광역시 금정구 수림로19번길 26,부산광역시 금정구 부곡동 224-5 부곡동2차동원로얄듀크,,분양,개별난방,114,1,1,2005-10-31,183,동원개발,(주)건설뱅크,위탁관리,계단식,5분이내,1호선,,,,,,f
4350,4350,부산광역시 금정구 중앙대로 1616,부산광역시 금정구 부곡동 297-1 삼정그린코아스카이,,분양,개별난방,149,1,1,2013-04-23,0,(주)삼정,에스앤글로벌(주),위탁관리,복도식,5분이내,,,,,,,f
4351,4351,부산광역시 금정구 중앙대로 1614,부산광역시 금정구 부곡동 297-13 삼정그린코아마운틴,,분양,개별난방,149,1,1,2013-04-23,0,(주)삼정,윈스틸,위탁관리,복도식,5분이내,,,,,,,f
4352,4352,부산광역시 금정구 중앙대로 1622,부산광역시 금정구 부곡동 269-3 해피투모로우,,분양,개별난방,102,1,20,2009-10-19,53,중아건설(주),중아건설(주),자치관리,계단식,5분이내,1호선,,,,,,f
4353,4353,부산광역시 금정구 부곡로 125,부산광역시 금정구 부곡동 296-6 부곡LG아파트,46272,분양,개별난방,134,2,11,1999-09-21,74,LG건설(주),LG건설(주),자치관리,계단식,5분이내,1호선,,,,,,f
4354,4354,부산광역시 금정구 중앙대로1629번길 16,부산광역시 금정구 부곡동 981 삼한골든뷰에듀스테이션,46279,분양,개별난방,610,5,37,2021-06-30,758,삼한종합건설,"(주)삼한종합건설, (주)아이브이신라",위탁관리,혼합식,5분이내,1호선,,초등학교(부곡초등학교),,,,f
4355,4355,부산광역시 금정구 부곡로42번길 25,부산광역시 금정구 부곡동 977 온천장역동원로얄듀크아파트,46307,분양,개별난방,210,3,23,2018-02-09,231,(주)동원개발,(주)남양개발,위탁관리,계단식,5분이내,1호선,,,,,,f
4356,4356,부산광역시 금정구 부곡온천천로 190,부산광역시 금정구 부곡동 64-23 퀸즈W장전역,46274,분양,개별난방,277,3,20,2017-12-22,259,대성문건설(주),대성문건설(주),위탁관리,계단식,5~10분이내,1호선,,,,,,f
4376,4376,부산광역시 금정구 중군진로 25,부산광역시 금정구 서동 228-1 삼한여명아파트,46335,분양,개별난방,240,1,19,1997-08-30,78,(주)삼한주택,(주)삼한주택,자치관리,혼합식,5분이내,4호선,,초등학교(동상초등학교),,,,f
4357,4357,부산광역시 금정구 부곡온천천로 170,부산광역시 금정구 부곡동 65-70 장전서희스타힐스아파트,46275,분양,개별난방,324,3,28,2017-07-31,345,(주)서희건설,장전서희스타힐스 지역주택조합,위탁관리,계단식,,1호선,,"초등학교(금양초등학교) 중학교(동래여자중학교, 금양중학교) 고등학교(부산예술고등학교) 대학교(부산대학교,지산고등학교,동래여자고등학교)",,,,f
4358,4358,부산광역시 금정구 동부곡로15번길 110,부산광역시 금정구 부곡동 403-9 한보아파트,46270,분양,개별난방,153,1,15,2007-08-06,0,한보건설,한보아파트,자치관리,혼합식,10~15분이내,1호선,,초등학교(부곡초등학교) 중학교(부곡중학교) 고등학교(부산사범대학부속고등학교) 대학교(부산대학교),,,,f
4359,4359,부산광역시 금정구 중앙대로 1617-12,부산광역시 금정구 부곡동 268-2 부곡동푸르지오아파트,46279,분양,개별난방,540,4,43,2007-08-16,942,(주)대우건설,비엔에스개발,위탁관리,계단식,5분이내,1호선,,초등학교(부곡초등학교) 대학교(부산대학교),,,,f
4360,4360,부산광역시 금정구 동부곡로15번길 76,부산광역시 금정구 부곡동 970 부곡롯데캐슬디아망,46270,분양,개별난방,311,5,20,2010-01-25,418,(주)롯데건설,(주)롯데건설,위탁관리,계단식,5~10분이내,1호선,,"초등학교(부곡초등) 중학교(부곡중등) 고등학교(사대부속고등학교) 대학교(부산대학교,대동대학교)",,,,f
4361,4361,부산광역시 금정구 부산대학로 10,부산광역시 금정구 부곡동 244-7 부곡대우아파트,46278,분양,개별난방,1270,13,25,1999-07-14,1491,(주)대우건설,.,위탁관리,혼합식,10~15분이내,"1호선, 1호선","부산대, 부산대",초등학교(부곡초등학교) 중학교(부곡중학교) 고등학교(부산사범대학부속고등학교) 대학교(대동대학교),,,,f
4362,4362,부산광역시 금정구 중앙대로1685번길 24,부산광역시 금정구 부곡동 225-6 경남한신,46277,분양,개별난방,1408,10,24,1995-03-30,1017,한신공영(주),경남섬유공업(주),위탁관리,혼합식,,1호선,,초등학교(금양초등학교) 중학교(금양중학교) 고등학교(부산예술고등학교) 대학교(대동불교대학),,,,f
4363,4363,부산광역시 금정구 동현로 103,부산광역시 금정구 부곡동 962 부곡뉴그린아파트,46308,분양,개별난방,990,11,15,1990-07-09,0,부산도시개발공사,부산도시공사,위탁관리,복도식,15~20분이내,1호선,온천장,"초등학교(동현초등학교) 중학교(동현중학교) 고등학교(내성고등학교,부산정보관광고등학교)",,,,f
4364,4364,부산광역시 금정구 부곡로 32-12,부산광역시 금정구 부곡동 788 부곡동대동다숲,46310,분양,개별난방,499,9,15,2007-02-01,637,대동건설,대한토지신탁,위탁관리,계단식,5분이내,1호선,온천장역,"초등학교(동현초등학교) 중학교(동해중학교, 동현중학교)",,,,f
4365,4365,부산광역시 금정구 수림로 12,부산광역시 금정구 부곡동 63-11 부곡SK아파트,46275,분양,개별난방,1084,11,25,1998-09-25,275,SK건설,현대모직(주),위탁관리,계단식,5~10분이내,1호선,,초등학교(금양초등학교) 중학교(금양중학교) 대학교(대동대학교),,,,f
4366,4366,부산광역시 금정구 동현로 77,부산광역시 금정구 부곡동 957 부곡시영,46304,임대,중앙난방,0,2,15,1991-06-03,0,부산도시공사,부산도시공사,위탁관리,복도식,15~20분이내,1호선,온천장,"초등학교(동현초등학교) 중학교(동현중학교) 고등학교(내성고등학교,부산정보관광고등학교)",,,,f
4367,4367,부산광역시 금정구 동현로 77,부산광역시 금정구 부곡동 957 부곡늘푸른아파트,46304,분양,개별난방,735,8,15,1991-06-03,0,부산도시공사,부산도시공사,위탁관리,복도식,15~20분이내,1호선,온천장,"초등학교(동현초등학교) 중학교(동현중학교) 고등학교(내성고등학교,부산정보관광고등학교)",,,,f
4368,4368,부산광역시 금정구 수림로 25,부산광역시 금정구 부곡동 224-1 부곡쌍용아파트,46276,분양,개별난방,388,5,25,2000-12-23,573,(주)쌍용건설,(주)오주개발,위탁관리,계단식,5분이내,1호선,,초등학교(금양초등학교) 중학교(금양중학교) 고등학교(부산예술고등학교) 대학교(부산대학교),,,,f
4369,4369,부산광역시 금정구 서동로 16-3,부산광역시 금정구 부곡동 780 부곡반도맨션,46307,분양,개별난방,156,1,13,1985-10-08,0,대명종합건설주식회사,서강종합건축사무소,자치관리,계단식,5~10분이내,1호선,,"초등학교(동현초등학교) 중학교(동현중학교) 고등학교(내성고등학교,부산정보관광고등학교) 대학교(대동대학교)",,,,f
4370,4370,부산광역시 금정구 기찰로 42,부산광역시 금정구 부곡동 232-5 부곡영풍마드레빌아파트,46269,분양,개별난방,153,4,20,2003-11-11,91,영풍산업(주),영풍산업(주),위탁관리,계단식,10~15분이내,1호선,,"초등학교(금양초등학교, 부곡초등학교) 중학교(금양중학교) 고등학교(부산예술고등학교, 부산사대부고) 대학교(부산카톨릭대학교)",,,,f
4371,4371,부산광역시 금정구 중앙대로1667번길 8,부산광역시 금정구 부곡동 235-5 우신뉴타운,46278,분양,개별난방,552,3,24,1995-04-03,400,우신종합건설주식회사,우신종합건설주식회사,위탁관리,혼합식,5~10분이내,1호선,,초등학교(금양초등학교) 중학교(금양중학교) 대학교(부산대학교),,,,f
4372,4372,부산광역시 금정구 동부곡로27번길 85,부산광역시 금정구 부곡동 364-15 부곡현대아파트,46270,분양,개별난방+기타,192,2,11,1989-08-25,0,(주)현대산업개발,(주)현대산업개발,위탁관리,계단식,10~15분이내,1호선,,초등학교(부곡초등학교) 중학교(부곡중학교) 고등학교(부산사범대학부속고등학교) 대학교(대동대학교),,,,f
4373,4373,부산광역시 금정구 오시게로54번길 14,부산광역시 금정구 부곡동 391-2 경보온천타워아파트,46306,분양,개별난방,192,1,22,1994-05-16,64,경보종합건설,경보종합건설,자치관리,혼합식,5~10분이내,1호선,온천장,"초등학교(동현초등학교) 중학교(동현중학교,동해중학교) 고등학교(내성고등학교,부산정보관광고등학교)",,,,f
4374,4374,부산광역시 금정구 부곡로18번안길 95,부산광역시 금정구 부곡동 386-1 부곡신동아아파트,46307,분양,개별난방,204,2,15,1995-11-30,96,신동아 건설,신동아 건설,자치관리,계단식,10~15분이내,1호선,,"초등학교(동현초등학교) 중학교(동현중학교) 고등학교(내성고등학교,부산정보관광고등학교)",,,,f
4375,4375,부산광역시 금정구 명서로 94,부산광역시 금정구 서동 622 성지리벨루스,46324,분양,개별난방,212,1,20,2004-12-10,115,성지건설,정안개발(주),위탁관리,계단식,15~20분이내,4호선,,"초등학교(명서초등학교, 서명초등학교,명장초등학교) 중학교(금사중학교) 고등학교(용인고등학교,금정여자고등학교,대명여자고등학교,학산여자고등학교)",,,,f
4377,4377,부산광역시 금정구 옥봉로13번길 6,부산광역시 금정구 서동 255 서동현대,46335,분양,개별난방+기타,386,4,6,1989-03-14,0,현대건설,현대건설,자치관리,계단식,5분이내,4호선,,초등학교(동상초등학교) 고등학교(금정고등학교),,,,f
4378,4378,부산광역시 금정구 명서로 76,부산광역시 금정구 서동 304-151 서동삼한,46324,분양,개별난방,241,3,15,2003-03-26,157,삼한주택종합건설주식회사,삼한주택종합건설주식회사,위탁관리,혼합식,20분초과,4호선,,"초등학교(서동초등학교) 중학교(금사중학교) 고등학교(용인고등학교,금정여자고등학교)",,,,f
4379,4379,부산광역시 금정구 중군진로 21,부산광역시 금정구 금사동 561-1 삼한그린피아,,분양,개별난방,131,1,15,1992-01-29,33,( (주)삼한주택,(주)삼한주택,위탁관리,계단식,,4호선,,,,,,f
4381,4381,부산광역시 강서구 대저2동 2033-1 공항마을 리베르하임,부산광역시 강서구 대저2동 2033-1 공항마을 리베르하임,46720,혼합,개별난방,182,2,15,2021-07-09,134,(주)남명건설,(주)만풍건설,자치관리,혼합식,5~10분이내,부산-김해경전철,,,,,,f
4382,4382,부산광역시 강서구 에코델타3로 43,부산광역시 강서구 강동동 27- 에코델타시티 푸르지오린,,분양,지역난방,886,14,21,2025-09-26,1248,주식회사 대우건설,명선종합건설,위탁관리,계단식,,"3호선, 부산-김해경전철",,,,,,f
4383,4383,부산광역시 강서구 에코델타1로 66,부산광역시 강서구 강동동 - 에코델타시티 푸르지오 센터파크,,분양,지역난방,972,13,1,2025-06-17,1271,대우건설,부산도시공사,위탁관리,계단식,,,,,,,,f
4384,4384,부산광역시 강서구 에코델타1로 24,부산광역시 강서구 강동동 - 강서자이 에코델타,,분양,지역난방,856,10,22,2025-04-29,1116,GS건설,부산도시공사,위탁관리,계단식,,,,,,,,f
4385,4385,부산광역시 강서구 에코델타1로 42,부산광역시 강서구 강동동 - e편한세상 에코델타 센터포인트,,분양,지역난방,953,15,1,2025-04-29,7,DL E&C,도시개발공사,위탁관리,계단식,,,,,,,,f
4386,4386,부산광역시 강서구 에코중앙1로 33,부산광역시 강서구 강동동 5058-9 에코델타 스마트시티 수자인,,분양,지역난방,554,7,24,2024-06-28,889,(주)한양,에코델타피에스피에프브이(주),위탁관리,계단식,,"3호선, 부산-김해경전철",,초등학교(대저중앙초등학교) 중학교(가락중학교),,,,f
4387,4387,부산광역시 강서구 에코대로 243,부산광역시 강서구 강동동 5076-5 부산호반써밋스마트시티아파트,46716,분양,지역난방,526,9,18,2024-03-13,737,호반건설,호반앤리조트,위탁관리,계단식,,,,,,,,f
4388,4388,부산광역시 강서구 명지동 3227-2 명지행복주택,부산광역시 강서구 명지동 3227-2 명지행복주택,46726,임대,개별난방,284,2,15,2021-12-29,105,(주)HJ중공업,한국토지주택공사,위탁관리,복도식,20분초과,,,,,,,f
4389,4389,부산광역시 강서구 명지국제2로 41,부산광역시 강서구 명지동 3595-3 더샵명지퍼스트월드3단지,46726,분양,지역난방,1530,9,34,2020-07-28,1830,포스코,대한토지신탁 주식회사,위탁관리,계단식,,,,,,,,f
4390,4390,부산광역시 강서구 명지국제7로 37,부산광역시 강서구 명지동 3594 더샵명지퍼스트월드2단지아파트,46726,분양,지역난방,1406,11,30,2020-07-28,1690,posco,엠에스에이,위탁관리,혼합식,20분초과,부산-김해경전철,,초등학교() 중학교() 고등학교(),,,,f
4391,4391,부산광역시 강서구 명지국제3로 97,부산광역시 강서구 명지동 3599-3 명지삼정그린코아더베스트,46726,분양,지역난방,431,4,30,2019-08-12,703,(주)삼정,(주)테미스코리아,위탁관리,계단식,20분초과,1호선,,초등학교(명문초등학교) 대학교(),,,,f
4392,4392,부산광역시 강서구 명지국제2로 80,부산광역시 강서구 명지동 3599-1 e편한세상명지,46726,분양,지역난방,377,4,27,2019-02-25,538,대림산업주식회사,아시아신탁주식회사,위탁관리,계단식,,,,,,,,f
4393,4393,부산광역시 강서구 명지국제13로38번길 11,부산광역시 강서구 명지동 3478-4 명지 중흥S-클래스 더테라스,46773,분양,지역난방,222,16,4,2019-01-25,327,중흥토건,(주)명지테라스,위탁관리,계단식,15~20분이내,1호선,,초등학교() 중학교() 고등학교(),,,,f
4394,4394,부산광역시 강서구 명지국제7로 110,부산광역시 강서구 명지동 3404 더 힐 시그니처,46772,분양,지역난방,1210,16,20,2019-01-28,2176,동광주택(주),동광주택(주),위탁관리,계단식,20분초과,,,초등학교() 중학교(),,,,f
4395,4395,부산광역시 강서구 명지국제5로 165,부산광역시 강서구 명지동 3325 스위트팰리스,46773,혼합,지역난방,908,12,20,2018-11-21,946,(주)한양,(주)NHF 제8호공공임대위탁관리부동산투자회사,위탁관리,계단식,20분초과,1호선,,초등학교(명일초등학교) 중학교(경일중학교) 고등학교(경일고등학교) 대학교(동아대학교),,,,f
4396,4396,부산광역시 강서구 명지국제5로 110,부산광역시 강서구 명지동 3347 명지금강펜테리움센트럴파크3차,46773,임대,지역난방,870,12,20,2018-11-19,877,(주)센테리움이엔씨,(주)금강주택,위탁관리,계단식,15~20분이내,1호선,하단역,"초등학교(명지초등학교) 중학교(명지중학교) 고등학교(경일고등학교, 경호고등학교,) 대학교(랭커스대학교(부산캠퍼스), 동아대학교(승학캠퍼스))",,,,f
4397,4397,부산광역시 강서구 명지국제7로 111,부산광역시 강서구 명지동 3399 명지더웨스턴,46772,분양,지역난방,1201,11,21,2018-06-12,1167,대방건설(주),한국토지주택공사,위탁관리,계단식,20분초과,,,"초등학교(명원초등학교) 중학교(경일중학교, 명지중학교) 고등학교(명호고등학교)",,,,f
4398,4398,부산광역시 강서구 명지국제5로 90,부산광역시 강서구 명지동 3350 중흥S-클래스에듀오션,46773,분양,지역난방,750,12,20,2018-02-08,851,(주)중흥토건,(주)새솔건설,위탁관리,계단식,20분초과,,,초등학교(명지초등학교) 중학교(명지중학교) 고등학교(),,,,f
4399,4399,부산광역시 강서구 명지국제5로 89,부산광역시 강서구 명지동 3344 명지국제신도시호반베르디움2차,46773,분양,지역난방,694,6,29,2017-01-25,770,(주)호반건설,스카이리빙,위탁관리,계단식,15~20분이내,1호선,,"초등학교(명호초등학교, 명지신명초등학교) 중학교(명호중학교) 고등학교(경일고등학교)",,,,f
4400,4400,부산광역시 강서구 명지국제5로 141,부산광역시 강서구 명지동 3328 명지 협성휴포레,46773,분양,지역난방,1664,28,20,2016-11-18,1682,(주)협성건설,(주)협성건설,위탁관리,계단식,15~20분이내,"1호선, 부산-김해경전철",,초등학교() 중학교(),,,,f
4538,4538,부산광역시 수영구 망미로30번길 51,부산광역시 수영구 망미동 1159 망미 이진캐스빌 아파트,48239,분양,개별난방,343,6,26,2017-08-30,371,주식회사 이진주택,주식회사이진주택,위탁관리,계단식,10~15분이내,3호선,,,,,,f
4401,4401,부산광역시 강서구 명지국제7로 133,부산광역시 강서구 명지동 3400 중흥S클래스프라디움아파트,46772,분양,지역난방,1033,9,29,2016-12-06,1194,시티종합건설외 2개사,시티종합건설외 2개사,위탁관리,계단식,20분초과,,,초등학교() 중학교() 고등학교(),,,,f
4402,4402,부산광역시 강서구 명지국제5로 60,부산광역시 강서구 명지동 3417 명지대방노블랜드오션뷰2차아파트,46773,분양,지역난방,600,8,20,2016-04-29,687,대방건설주식회사,대방건설주식회사,위탁관리,계단식,,1호선,,,,,,f
4403,4403,부산광역시 강서구 명지국제5로 109,부산광역시 강서구 명지동 1131-1 명지2차 금강펜테리움 센트럴파크,46773,분양,지역난방,670,6,29,2016-03-25,740,금강주택,금강산업개발,위탁관리,계단식,,,,초등학교() 중학교(),,,,f
4404,4404,부산광역시 강서구 명지국제5로 30,부산광역시 강서구 명지동 2609-5 대방노블랜드오션뷰1차아파트,46772,분양,지역난방,737,11,20,2015-12-29,839,대방건설(주),대방건설(주),위탁관리,계단식,20분초과,1호선,,초등학교() 중학교(),,,,f
4405,4405,부산광역시 강서구 명지국제5로 60,부산광역시 강서구 명지동 2484 명지 국제신도시 호반베르디움1차,46773,분양,지역난방,642,8,25,2016-02-03,718,(주)호반건설,(주)호반건설주택,위탁관리,계단식,20분초과,,,초등학교() 중학교(),,,,f
4406,4406,부산광역시 강서구 명지국제5로 60,부산광역시 강서구 명지동 1690-1 명지1차금강펜테리움센트럴파크,46773,분양,지역난방,850,8,29,2015-07-01,941,(주)금강주택,금강비스타(주),위탁관리,계단식,5~10분이내,1호선,,,,,,f
4407,4407,부산광역시 강서구 명지국제5로 60,부산광역시 강서구 명지동 1647-1 명지에일린의뜰아파트,46773,분양,지역난방,980,13,20,2015-05-29,1083,아이에스동서(주),아이에스동서(주),위탁관리,계단식,20분초과,1호선,,초등학교(명지초등학교) 중학교(명지중학교),,,,f
4408,4408,부산광역시 강서구 명지오션시티12로 10,부산광역시 강서구 명지동 3235 명지 엘크루솔마레,46765,분양,개별난방,480,13,11,2014-11-21,569,대우조선해양건설(주),대우조선해양건설(주),위탁관리,계단식,20분초과,1호선,,,,,,f
4409,4409,부산광역시 강서구 명지오션시티10로 114,부산광역시 강서구 명지동 3246 명지삼정그린코아,46763,분양,개별난방,610,13,10,2014-07-24,649,(주)삼정,(주)삼정코아건설,위탁관리,계단식,,1호선,,초등학교() 중학교() 고등학교(),,,,f
4410,4410,부산광역시 강서구 명지오션시티11로 84,부산광역시 강서구 명지동 3244 명지롯데캐슬,46764,분양,개별난방,1122,16,15,2008-12-11,1471,롯데건설,롯데건설,위탁관리,계단식,20분초과,1호선,,"초등학교(명호초등학교, 남명초등학교, 오션초등학교) 중학교(명호중학교, 오션중학교) 고등학교(명호고등학교)",,,,f
4411,4411,부산광역시 강서구 명지오션시티11로 51,부산광역시 강서구 명지동 3232 퀸덤1차아인슈타인타운,46762,분양,지역난방,1112,17,15,2009-05-01,1576,영조주택,대한리츠,위탁관리,계단식,20분초과,1호선,,"초등학교(명호초,남명초,신호초) 중학교(명호중) 고등학교(명호고)",,,,f
4412,4412,부산광역시 강서구 명지오션시티10로 16,부산광역시 강서구 명지동 3231 영어도시퀸덤1차링컨타운,46762,분양,지역난방,1102,17,15,2009-05-01,1556,영조주택,대한리츠,위탁관리,계단식,20분초과,,,초등학교(명호) 중학교(명호) 고등학교(명호),,,,f
4413,4413,부산광역시 강서구 명지오션시티10로 17,부산광역시 강서구 명지동 3230-11 영어도시퀸덤에디슨타운,46762,분양,지역난방,652,11,15,2009-05-01,941,대한리츠(주),영조주택,위탁관리,계단식,20분초과,,,초등학교(명호) 중학교(명호) 고등학교(명호),,,,f
4414,4414,부산광역시 강서구 명지오션시티6로 33,부산광역시 강서구 명지동 3243 엘크루블루오션C2,46764,분양,중앙난방,414,17,10,2012-06-29,978,대우해양조선건설,대한주택보증,위탁관리,계단식,,1호선,,초등학교(남명초등학교) 중학교(경일중학교) 고등학교(경일고등학교),,,,f
4415,4415,부산광역시 강서구 명지오션시티12로 120,부산광역시 강서구 명지동 3242 엘크루블루오션C4,46764,분양,중앙난방,252,13,10,2012-06-29,639,(주)대우조선해양건설,대한주택보증(주),위탁관리,계단식,,1호선,,"초등학교(명호초, 남명초,오션초) 중학교(명호중, 오션중) 고등학교(명호고)",,,,f
4416,4416,부산광역시 강서구 명지오션시티12로 92,부산광역시 강서구 명지동 3241 엘크루블루오션C3,46764,분양,중앙난방,375,14,10,2012-06-29,908,(주)대우조선해양건설,대한주택보증(주),위탁관리,계단식,,,,초등학교(오션초등학교) 중학교(명호중학교) 고등학교(명호고등학교),,,,f
4417,4417,부산광역시 강서구 명지오션시티11로 22,부산광역시 강서구 명지동 3234 명지두산위브포세이돈,46765,분양,개별난방,1256,16,15,2013-03-15,1429,두산건설,현원개발,위탁관리,계단식,20분초과,1호선,,"초등학교(명호초등학교, 남명초등학교,오션초등학교) 중학교(명호중학교) 고등학교(명호고등학교)",,,,f
4418,4418,부산광역시 강서구 명지오션시티1로 155,부산광역시 강서구 명지동 3236 명지오션시티한신휴플러스,46765,분양,개별난방,841,29,11,2014-08-13,932,한신공영(주),인베이스디엔시(주),위탁관리,계단식,,1호선,,초등학교() 중학교() 고등학교(),,,,f
4419,4419,부산광역시 강서구 명지오션시티2로 71,부산광역시 강서구 명지동 3233 명지극동스타클래스,46765,분양,개별난방,1124,21,15,2008-11-25,1264,극동건설(주),엠제이프로잭트금융투자(주),위탁관리,계단식,,,,초등학교(명호초등학교) 중학교(명호중학교) 고등학교(명호고등학교),,,,f
4420,4420,부산광역시 강서구 화전산단4로 74,부산광역시 강서구 화전동 558 명지화전지구우방아이유쉘아파트,46737,분양,개별난방,1515,16,20,2020-02-21,1600,SM(주)우방,SM하이플러스카드(주),위탁관리,계단식,20분초과,1호선,,,,,,f
4421,4421,부산광역시 강서구 과학산단2로20번길 11,부산광역시 강서구 지사동 1182-2 명진파크뷰,46743,분양,개별난방,132,1,14,2016-10-17,32,(주)명진종합건설,(주)명진종합건설,위탁관리,복도식,,서해선,,초등학교() 중학교() 고등학교(),,,,f
4422,4422,부산광역시 강서구 과학산단2로20번길 91,부산광역시 강서구 지사동 1185-1 지사과학단지 삼정그린코아아파트,46743,분양,개별난방,1013,10,25,2017-04-27,883,삼정기업,삼정기업,위탁관리,계단식,20분초과,,,초등학교() 중학교(),,,,f
4423,4423,부산광역시 강서구 과학산단로306번길 10,부산광역시 강서구 지사동 1186 협성.DS엘리시안아파트,46743,분양,개별난방,1277,14,25,2015-04-17,1304,(주)협성.(주)DS종합건설,(주)협성.(주)DS종합건설,위탁관리(직영+위탁),계단식,20분초과,,,초등학교(),,,,f
4424,4424,부산광역시 강서구 과학산단2로20번길 35,부산광역시 강서구 지사동 1183-1 지사휴먼시아,46743,임대,개별난방,961,8,20,2011-10-07,540,한국토지주택공사,동광건설주식회사,위탁관리,혼합식,20분초과,1호선,,초등학교(녹산초등학교) 중학교(),,,,f
4425,4425,부산광역시 강서구 과학산단2로20번길 69,부산광역시 강서구 지사동 1184-1 금강펜테리움,46743,분양,개별난방,1111,17,25,2013-11-19,1057,금강주택,금강주택,위탁관리,계단식,20분초과,2호선,,초등학교(녹산초등학교) 중학교(지사중학교),,,,f
4426,4426,부산광역시 강서구 신호산단3로 55,부산광역시 강서구 신호동 205-1 신호윌더하임,46759,분양,개별난방,671,12,15,2005-11-07,539,윌건설(주),대한토지신탁(주),위탁관리,계단식,15~20분이내,1호선,,초등학교(신호초등학교) 중학교(신호중학교) 고등학교(명호고등학교),,,,f
4427,4427,부산광역시 강서구 신호산단3로 27,부산광역시 강서구 신호동 296-1 부산신호사랑으로부영1차아파트,46760,혼합,개별난방,1064,14,20,2013-12-31,848,(주)부영주택,(주)부영주택,위탁관리,계단식,,,,"초등학교(신호초,송정초) 중학교(신호중,명호중) 고등학교(명호고,경일고)",,,,f
4428,4428,부산광역시 강서구 신호산단4로 27,부산광역시 강서구 신호동 298-1 부산신호 사랑으로 부영2차아파트,46760,혼합,개별난방,1388,20,20,2014-06-26,1396,(주)부영주택,(주)부영주택,위탁관리,계단식,,,,초등학교(신호초등학교) 중학교(신호중학교),,,,f
4429,4429,부산광역시 강서구 신호산단1로 101,부산광역시 강서구 신호동 302-2 부산신호사랑으로부영5차,46760,임대,개별난방,1109,16,20,2014-11-24,1073,(주)부영주택,(주)부영주택,위탁관리,계단식,15~20분이내,1호선,,초등학교() 중학교() 고등학교(),,,,f
4430,4430,부산광역시 강서구 신호산단5로 31,부산광역시 강서구 신호동 300-1 부산신호3사랑으로부영3차,46760,임대,개별난방,1278,19,20,2014-10-08,1103,부영주택,부영주택,위탁관리,계단식,20분초과,,,"초등학교(신호초등학교, 송정초등학교) 중학교(신호중학교)",,,,f
4431,4431,부산광역시 연제구 아시아드대로 31,부산광역시 연제구 거제동 867-5 화랑아파트,,분양,개별난방,105,5,5,1985-07-10,0,(주)화랑주택,(주)화랑주택,자치관리,계단식,,,,,,,,f
4432,4432,부산광역시 연제구 거제천로255번길 53,부산광역시 연제구 거제동 1466-19 벧엘아파트,,분양,개별난방,105,1,15,1996-05-02,,서린종합건설,서린종합건설,자치관리,복도식,,,,,,,,f
4433,4433,부산광역시 연제구 월드컵대로252번길 5,부산광역시 연제구 거제동 1088-5 다뉴브하이타운아파트,,분양,개별난방,144,2,1,1993-11-06,,확인안됨,확인안됨,자치관리,계단식,,,,,,,,f
4434,4434,부산광역시 연제구 거제천로269번길 41,부산광역시 연제구 거제동 1513- 온천천2차동원로얄듀크아파트,,분양,개별난방,118,2,21,2013-05-16,,동원개발,동양맨션주택재건축정비사업소,위탁관리,계단식,15~20분이내,,,,,,,f
4435,4435,부산광역시 연제구 거제대로 275,부산광역시 연제구 거제동 43 거제 미소지움 더퍼스트 아파트,47512,분양,개별난방,192,2,27,2024-05-31,261,SG 신성건설,거제동 가로주택정비사업조합,위탁관리,계단식,5~10분이내,"1호선, 3호선, 동해선",,,,,,f
4436,4436,부산광역시 연제구 아시아드대로 39,부산광역시 연제구 거제동 1536- 레이카운티 아파트,47529,혼합,개별난방,4470,34,35,2024-09-13,5335,"삼성, 대림, 현산",거제2구역 재개발조합,위탁관리,계단식,5분이내,3호선,,초등학교(창신초등학교) 중학교(거제여자중학교) 고등학교(계성여자고등학교) 대학교(부산굥육대학교),,,,f
4437,4437,부산광역시 연제구 아시아드대로 7,부산광역시 연제구 거제동 860-1 쌍용더플래티넘거제아시아드,47530,분양,개별난방,482,5,33,2023-01-30,563,쌍용건설,거제동지역주택조합,위탁관리,계단식,5~10분이내,동해선,,"초등학교(거제초등학교,남문초등학교) 중학교(거성중학교,거제여자중학교) 고등학교(개성여자고등학교)",,,,f
4438,4438,부산광역시 연제구 종합운동장로28번길 7,부산광역시 연제구 거제동 890-1 아시아드코오롱하늘채,47501,분양,개별난방,660,4,42,2019-10-08,732,코오롱 건설,(주)성지시앤디,위탁관리,계단식,5~10분이내,3호선,,초등학교(),,,,f
4439,4439,부산광역시 연제구 법원북로 93,부산광역시 연제구 거제동 307-6 거제센트럴자이,47507,분양,개별난방,878,10,29,2018-10-29,961,GS건설,거제1구역주택재개발정비사업조합,위탁관리,계단식,5분이내,"1호선, 3호선, 동해선",,초등학교(교대부속초등학교) 중학교(이사벨중학교) 고등학교(이사벨고등학교.지구촌고등학교) 대학교(부산교육대학교),,,,f
4440,4440,부산광역시 연제구 중앙대로 1188,부산광역시 연제구 거제동 1469-1 거제동2차 월드메르디앙아파트,47515,분양,개별난방,142,2,25,2007-08-02,195,주)월드건설,주)월드건설,위탁관리,계단식,5분이내,1호선,,,,,,f
