apt_detail_id,apt_id,road_address,jibun_address,zip_code,code_sale_nm,code_heat_nm,total_household_cnt,total_building_cnt,highest_floor,use_approval_date,total_parking_cnt,builder_name,developer_name,manage_type,hallway_type,subway_time,subway_line,subway_station,educationfacility,geometry,created_at,updated_at,is_deleted
1,1,서울특별시 종로구 새문안로3길 23,서울특별시 종로구 내수동 73- 경희궁의아침4단지,,분양,개별난방,120,1,1,2004-05-17,458,쌍용건설,군인공제회,위탁관리,계단식,,,,,,,,f
2,2,서울특별시 종로구 사직로8길 20,서울특별시 종로구 내수동 95- 경희궁파크팰리스,,분양,개별난방,142,1,1,2003-11-19,283,삼성물산,확인불가,위탁관리,계단식,,,,,,,,f
3,3,서울특별시 종로구 사직로8길 34,서울특별시 종로구 내수동 72 경희궁의아침3단지,03174,분양,개별난방,150,1,16,2004-05-17,315,쌍용건설,군인공제조합,위탁관리,계단식,5~10분이내,"3호선, 5호선",경복궁역,초등학교(매동초교) 중학교(배화여중) 고등학교(배화여고) 대학교(배화여대),,,,f
4,4,서울특별시 종로구 사직로8길 24,서울특별시 종로구 내수동 71 경희궁의아침2단지,03174,분양,개별난방,90,1,16,2004-05-15,,쌍용건설,쌍용건설,위탁관리(총액관리제),혼합식,5~10분이내,3호선,경복궁역,초등학교(매동초교) 중학교(배화여중) 고등학교(배화여고) 대학교(배화여대),,,,f
5,5,서울특별시 종로구 사직로8길 4,서울특별시 종로구 신문로2가 1-434 광화문스페이스본 아파트,03168,분양,개별난방,744,6,14,2008-07-11,1405,풍림산업(주),사직1구역 도심 재개발조합,위탁관리,복도식,5~10분이내,"3호선, 5호선",,"초등학교(매동초,대신초) 중학교(배화여자중,청운중) 고등학교(배화여자고,덕성여고) 대학교(배화여자대,경기대, 상명대)",,,,f
6,6,서울특별시 종로구 율곡로2길 7,서울특별시 종로구 수송동 85 로얄팰리스스위트,03143,분양,중앙난방,23,1,18,,,"","",기타,복도식,,,,,,,,f
7,7,서울특별시 종로구 돈화문로11가길 59,서울특별시 종로구 익선동 55 현대뜨레비앙,03132,분양,개별난방,291,1,9,2003-11-29,204,현대건설,팬퍼시픽,위탁관리,복도식,5~10분이내,"1호선, 3호선, 5호선",종로3가역,"초등학교(교동초등학교, 운현초등학교) 대학교(덕성여자대학교교육대학원)",,,,f
8,8,서울특별시 종로구 삼일대로 428,서울특별시 종로구 낙원동 288- 낙원아파트,,분양,개별난방,149,1,1,1968-09-15,,대일건설,대일건설,위탁관리,복도식,,,,,,,,f
9,9,서울특별시 종로구 종로 183,서울특별시 종로구 인의동 48-2 효성주얼리시티아파트,03130,분양,개별난방,298,2,19,2006-10-27,428,(주)효성건설,태승플레이,위탁관리,계단식,5~10분이내,1호선,,"초등학교(서울사대부속,효제) 중학교(서울사대부속여) 대학교(서울의과대학,가톨릭대학,한국방송통신대)",,,,f
10,10,서울특별시 종로구 대학로 33,서울특별시 종로구 효제동 65-2 포레스트힐시티,03128,분양,개별난방,152,1,14,2017-01-20,90,신홍선건설,마르코통상,위탁관리,기타,5~10분이내,1호선,종로 5가역,"초등학교(효제초등학교) 대학교(방송통신대, 서울대병원의대)",,,,f
11,11,서울특별시 종로구 율곡로 236,서울특별시 종로구 충신동 60 힐스테이트 창경궁,03123,혼합,개별난방,181,1,15,2022-09-29,230,현대건설,에스와이상영개발,위탁관리,계단식,5~10분이내,"1호선, 4호선",,초등학교(효제초등학교) 중학교(서울사대부속중학교) 고등학교(동성고등학교) 대학교(방송통신대학교),,,,f
12,12,서울특별시 종로구 명륜2가 236 명륜아남2차아파트,서울특별시 종로구 명륜2가 236 명륜아남2차아파트,,분양,개별난방,65,1,9,1996-09-20,40,아남건설(주),다원건축(주),위탁관리,혼합식,5분이내,4호선,,"초등학교(혜화초등학교) 중학교(동성중학교) 고등학교(동성고등학교) 대학교(서울대학교의과대학, 셩균관대학교)",,,,f
13,13,서울특별시 종로구 창경궁로 265,서울특별시 종로구 명륜2가 4 명륜아남1차,03075,분양,개별난방,436,3,20,1995-12-22,308,아남건설(주),총무처주택조합외 11개 조합,위탁관리,계단식,5~10분이내,4호선,혜화역,"초등학교(혜화) 중학교(경신,동성) 고등학교(서울과학,경신,동성) 대학교(가톨릭대,성균관대,한성대)",,,,f
14,14,서울특별시 종로구 혜화로3길 5,서울특별시 종로구 명륜2가 237 주상복합아남아파트,,분양,개별난방,136,1,8,1999-01-30,138,아남건설,아남건설,위탁관리,복도식,5분이내,4호선,,,,,,f
15,15,서울특별시 종로구 지봉로 87,서울특별시 종로구 창신동 23-816 창신이수아파트,,분양,개별난방,113,1,1,2003-08-08,132,이수건설,더블루피엠씨,위탁관리,계단식,5~10분이내,1호선,,,,,,f
16,16,서울특별시 종로구 지봉로5길 7,서울특별시 종로구 창신동 232 창신두산,03104,분양,개별난방,529,3,23,1999-04-30,407,두산건설(주),두산건설,위탁관리,혼합식,5분이내,"1호선, 6호선",동묘앞,초등학교(창신) 고등학교(성동기계공고) 대학교(국립의료원간호대학),,,,f
17,17,서울특별시 종로구 동망산길 19,서울특별시 종로구 창신동 702 창신쌍용1단지,03093,분양,개별난방,585,5,14,1992-11-25,0,쌍용건설,창신 제1-2 재개발조합,자치관리,혼합식,5분이내,6호선,창신,"초등학교(창신, 명신) 고등학교(서일정보산업고) 대학교(한성대)",,,,f
18,18,서울특별시 종로구 낙산길 198,서울특별시 종로구 창신동 703 창신쌍용아파트2단지,03092,분양,개별난방,919,7,15,1993-10-12,127,쌍용건설,창신제2지구 재개발조합,위탁관리,혼합식,5분이내,6호선,창신,"초등학교(명신) 중학교(한성중학교) 고등학교(서일정보산업고,한성고등학교) 대학교(한성대)",,,,f
19,19,서울특별시 종로구 청계천로 391,서울특별시 종로구 숭인동 204-11 숭인상가아파트,03117,분양,개별난방,109,1,8,1979-10-22,71,현대건설,현대건설,위탁관리,복도식,5분이내,"1호선, 3호선, 6호선",,,,,,f
20,20,서울특별시 종로구 숭인동길 21,서울특별시 종로구 숭인동 766 종로청계힐스테이트,03112,분양,개별난방,288,6,20,2009-03-20,342,현대건설,숭인5구역주택개발조합,위탁관리,계단식,5분이내,"1호선, 2호선, 우이신설선",신설동,"초등학교(창신, 대광, 용두) 중학교(대광, 숭인) 고등학교(대광)",,,,f
21,21,서울특별시 종로구 종로 347,서울특별시 종로구 숭인동 76 롯데캐슬천지인,03113,분양,개별난방,220,2,30,2004-09-09,286,롯데건설,롯데건설,위탁관리,기타,5분이내,"1호선, 6호선",동묘앞,"초등학교(창신,숭신) 중학교(숭인) 고등학교(대광중고교)",,,,f
22,22,서울특별시 종로구 동망산길 47,서울특별시 종로구 숭인동 2-1 종로센트레빌,03107,분양,개별난방,416,6,12,2008-11-21,509,동부건설,숭인제4구역재정비사업조합,위탁관리,계단식,5분이내,6호선,창신,"초등학교(창신,명신) 고등학교(서일정보산업)",,,,f
3329,3329,부산광역시 중구 대영로 240,부산광역시 중구 영주동 587- 도경오벨리스,,분양,,102,1,1,2005-09-13,,"","",,,,,,,,,,f
23,23,서울특별시 종로구 경교장길 35,서울특별시 종로구 평동 233 경희궁자이3단지,03180,분양,개별난방,589,8,20,2017-02-24,734,자이건설(주),돈의문1구역 도시환경 사업조합,위탁관리,계단식,5분이내,5호선,서대문역,초등학교(덕수초등학교),,,,f
24,24,서울특별시 종로구 송월길 99,서울특별시 종로구 홍파동 199 경희궁자이2단지 아파트,03165,분양,개별난방,1148,14,21,2017-02-24,1456,GS건설,돈의문1구역 도시환경 사업조합,위탁관리,계단식,5~10분이내,"3호선, 5호선",,초등학교(독립문초등학교) 중학교(동명여자중학교) 고등학교(대신고등학교) 대학교(경기대학교),,,,f
25,25,서울특별시 종로구 송월길 155,서울특별시 종로구 교북동 126 경희궁자이4단지주상복합,03165,분양,개별난방,182,3,19,2017-06-29,222,지에스건설,돈의문지역주택조합,위탁관리,계단식,5분이내,"3호선, 5호선",,초등학교(금화초등학교),,,,f
26,26,서울특별시 종로구 송월길 130,서울특별시 종로구 행촌동 211 경희궁자이1단지(임대아파트),03166,임대,개별난방,496,5,19,2017-06-29,501,GS자이,서울주택도시공사(구 SH공사),위탁관리,복도식,5분이내,"3호선, 5호선",,,,,,f
27,27,서울특별시 종로구 홍지문길 69,서울특별시 종로구 구기동 266- 구기동 청구빌라,,분양,개별난방,114,9,3,1997-12-31,0,(주)청구,(주)청구,자치관리,계단식,20분초과,,,,,,,f
28,28,서울특별시 종로구 홍지문길 64,서울특별시 종로구 구기동 40 동익빌라,03013,분양,,123,9,1,1996-11-07,,(주)동익건설,(주)동익건설,위탁관리,계단식,,,,,,,,f
29,29,서울특별시 종로구 평창문화로 156,서울특별시 종로구 평창동 108- 평창동 롯데캐슬로잔,,분양,개별난방,112,1,1,2009-04-08,,롯데건설,한국투자신탁,위탁관리,계단식,,,,,,,,f
30,30,서울특별시 종로구 평창24길 18,서울특별시 종로구 평창동 64-3 금강하이츠빌라,,분양,개별난방,252,9,3,1989-03-29,0,금강하이츠빌라,금강하이츠빌라,위탁관리,계단식,,,,,,,,f
31,31,서울특별시 종로구 평창12길 8-22,서울특별시 종로구 평창동 170 금강주택,03009,분양,개별난방+기타,168,6,3,1992-05-19,,확인 안됨,확인안됨,자치관리,계단식,,,,,,,,f
32,32,서울특별시 종로구 평창문화로 172,서울특별시 종로구 평창동 596 평창삼성,03010,분양,개별난방,176,2,15,1998-05-02,150,삼성중공업(주),중소기업은행 평창동 주택조합,위탁관리,복도식,20분초과,3호선,경복궁역,초등학교(세검정초) 고등학교(서울예술고) 대학교(상명대),,,,f
33,33,서울특별시 종로구 평창문화로 140,서울특별시 종로구 평창동 72 평창롯데,03010,분양,개별난방,156,3,14,2001-04-30,253,롯데건설,북악맨션재건축조합,위탁관리,계단식,20분초과,"3호선, 4호선",경복궁역,초등학교(세검정초) 고등학교(서울예술고) 대학교(상명대),,,,f
34,34,서울특별시 종로구 통일로 230,서울특별시 종로구 무악동 89 경희궁 롯데캐슬아파트,03030,분양,개별난방,195,4,16,2019-01-22,245,롯데건설(주),무악제2구역주택재개발정비사업조합,위탁관리,계단식,5분이내,3호선,독립문역,"초등학교(독립문초등학교) 중학교(대신중학교, 인창중고등학교) 고등학교(대신고등학교, 한성과학고등학교)",,,,f
35,35,서울특별시 종로구 통일로18길 34,서울특별시 종로구 무악동 71-1 인왕산2차아이파크아파트,03024,분양,개별난방,167,5,17,2015-08-28,212,현대산업개발,무악연립제2주택재건축정비사업,위탁관리,계단식,5~10분이내,"3호선, 3호선",",",,,,,f
36,36,서울특별시 종로구 통일로 246-11,서울특별시 종로구 무악동 83 무악현대임대아파트,03025,임대,개별난방,550,2,22,2000-10-21,163,현대산업개발,SH공사,위탁관리,복도식,5분이내,3호선,독립문,초등학교(독립문초등학교) 중학교(대신중학교) 고등학교(대신고등학교),,,,f
37,37,서울특별시 종로구 통일로18길 9,서울특별시 종로구 무악동 60 인왕산아이파크,03024,분양,개별난방,810,17,17,2008-07-25,979,현대산업개발,현대산업개발,위탁관리,계단식,5~10분이내,3호선,,"초등학교(독립문초, 매봉초) 중학교(대신중교) 고등학교(대신고교, 배화여고) 대학교(배화여대)",,,,f
38,38,서울특별시 종로구 통일로 246-20,서울특별시 종로구 무악동 82 무악현대아파트,03025,분양,개별난방,964,12,23,2000-10-21,879,현대건설,무악 제1구역 주택개발조합,위탁관리,혼합식,5분이내,3호선,독립문,"초등학교(독립문초, 매봉초) 중학교(대신중교) 고등학교(대신고교, 배화여고) 대학교(배화여대)",,,,f
39,39,서울특별시 중구 후암로60길 21,서울특별시 중구 남대문로5가 548- 남대문(양동) 단지,,임대,중앙난방,182,1,18,2025-08-12,0,두양종합건설,주식회사한마루,위탁관리,복도식,,"1호선, 4호선, 경의중앙선, 공항철도",,,,,,f
40,40,서울특별시 중구 퇴계로 72,서울특별시 중구 회현동1가 206 남산SK리더스뷰,04632,분양,개별난방,233,2,30,2010-01-11,567,SK건설,마커스홀딩스,위탁관리,계단식,5분이내,4호선,회현,초등학교(리라초),,,,f
41,41,서울특별시 중구 소공로 35,서울특별시 중구 회현동1가 208 남산롯데캐슬아이리스,04632,분양,중앙난방,386,2,32,2011-11-18,760,(주)롯데건설,군인공제회,위탁관리,복도식,5분이내,4호선,회현,"초등학교(리라,  남산초교)",,,,f
42,42,서울특별시 중구 소공로 46,서울특별시 중구 회현동2가 87 쌍용남산플래티넘,04631,분양,개별난방,236,2,33,2010-08-05,605,쌍용건설(주),(주)해창,위탁관리,계단식,5분이내,"4호선, 의정부경전철",,초등학교(남산초) 중학교(덕수중) 고등학교(리라아트고) 대학교(숭의여자),,,,f
43,43,서울특별시 중구 퇴계로 235,서울특별시 중구 충무로4가 306 남산센트럴자이,04558,분양,개별난방,273,2,32,2009-12-21,536,GS건설(주),휴먼넥스(주),위탁관리,복도식,5분이내,"2호선, 3호선, 4호선, 5호선",,초등학교() 중학교() 대학교(),,,,f
44,44,서울특별시 중구 퇴계로 217,서울특별시 중구 충무로4가 120-3 충무로진양,04558,분양,개별난방,286,2,16,1970-05-23,0,알수 없음,알수 없음,자치관리,복도식,5분이내,"3호선, 4호선",충무로,중학교(덕수중학교),,,,f
45,45,서울특별시 중구 퇴계로49길 14,서울특별시 중구 충무로5가 36-2 충무로엘크루메트로시티2,04559,분양,개별난방,171,1,20,2016-06-10,212,대우조선해양건설,대우조선해양건설,자치관리,복도식,5~10분이내,"2호선, 3호선, 4호선, 5호선",,,,,,f
46,46,서울특별시 중구 마른내로 79,서울특별시 중구 인현동2가 240 세운푸르지오헤리시티,04548,혼합,개별난방,614,1,26,2023-01-16,366,대우건설(주),한호건설(주),위탁관리,복도식,5~10분이내,4호선,,중학교(덕수중학교),,,,f
47,47,서울특별시 중구 마른내로 72,서울특별시 중구 인현동2가 192-30 인현신성,04558,분양,개별난방,180,1,10,1968-05-30,0,오래되서 모름,오래되서 모름,자치관리,복도식,5~10분이내,"3호선, 4호선, 5호선",,중학교(),,,,f
48,48,서울특별시 중구 퇴계로46길 26,서울특별시 중구 묵정동 35 힐스테이트 남산,04619,분양,중앙난방,282,2,9,2024-01-29,302,현대건설(주),파빌리온충무로피에프브이(주),위탁관리,복도식,5~10분이내,"3호선, 4호선",,대학교(동국대학교),,,,f
49,49,서울특별시 중구 서애로1길 34,서울특별시 중구 묵정동 11-67 묵정아파트,04620,분양,개별난방,122,1,10,1981-05-25,,라이프주택,묵정아파트 주택조합,자치관리,복도식,5~10분이내,,,,,,,f
50,50,서울특별시 중구 동호로33길 15,서울특별시 중구 오장동 145-1 오렌지카운티 을지로,04547,분양,개별난방,157,1,15,2020-08-20,141,(주)오렌지이앤씨,케이비부동산신탁,자치관리,복도식,5~10분이내,"2호선, 5호선",,"초등학교(서울남산초등학교 2.1km) 중학교(덕수중학교 0.7km) 고등학교(리라아트고등학교 1.3km) 대학교(동국대학교 1.3km, 숭의여자대학교 2.3km)",,,,f
51,51,서울특별시 중구 을지로15길 32,서울특별시 중구 입정동 2-4 힐스테이트세운센트럴2단지,04544,혼합,개별난방,608,1,27,2023-03-07,511,현대엔지니어링(주),더센터시티 주식회사,위탁관리,복도식,5~10분이내,"1호선, 2호선, 3호선, 5호선",,,,,,f
52,52,서울특별시 중구 을지로15길 31,서울특별시 중구 입정동 189-1 힐스테이트세운센트럴1단지,04544,혼합,개별난방,414,1,27,2023-02-24,351,(주)현대엔지니어링,우리자산신탁(주),위탁관리,복도식,5분이내,"2호선, 3호선",,초등학교() 중학교() 고등학교(),,,,f
53,53,서울특별시 중구 왕십리로39길 30,서울특별시 중구 신당동 845- 한진그랑빌,,임대,개별난방,116,1,1,2001-06-18,22,주)한진중공업,주)한진중공업,위탁관리,복도식,5~10분이내,,,,,,,f
54,54,서울특별시 중구 신당동 367-15 약수역 더시티,서울특별시 중구 신당동 367-15 약수역 더시티,04597,분양,개별난방,153,1,11,2021-03-26,92,(주)일군토건,약수시장재개발협동조합,위탁관리,복도식,5분이내,"3호선, 6호선",,,,,,f
55,55,서울특별시 중구 난계로 130,서울특별시 중구 신당동 856 신당KCC스위첸아파트,04581,분양,개별난방,176,3,16,2019-06-05,160,kcc건설,신당제11구역주택재개발정비사업주합,위탁관리,계단식,5~10분이내,"2호선, 6호선",신당역,초등학교() 중학교() 고등학교(),,,,f
56,56,서울특별시 중구 왕십리로 407,서울특별시 중구 신당동 171 신당 파인힐 하나유보라,04580,임대,개별난방,718,6,20,2019-06-07,504,반도건설,(주)하나스테이제1호위탁관리부동산투자회사,위탁관리,혼합식,5분이내,"2호선, 6호선",신당역,,,,,f
57,57,서울특별시 중구 다산로36길 110,서울특별시 중구 신당동 850 신당푸르지오,04587,분양,개별난방,461,9,23,2005-12-28,652,대우건설(주),신당동 동화주택 주택재개발조합,위탁관리,계단식,5~10분이내,"5호선, 6호선",청구,"초등학교(청구,흥인초등학교) 중학교(무학여중) 고등학교(무학여고) 대학교(한양대학교)",,,,f
58,58,서울특별시 중구 청구로 64,서울특별시 중구 신당동 852 청구e편한세상(분양),04587,분양,개별난방,737,13,15,2011-12-13,979,대림산업,신당 제7주택재개발아파트,위탁관리,계단식,5~10분이내,"5호선, 6호선",청구,"초등학교(청구,흥인,장충) 중학교(한양,금호여,대경) 고등학교(성동,한양공,성동글로벌경영,대경정보산업)",,,,f
59,59,서울특별시 중구 다산로 32,서울특별시 중구 신당동 844 신당남산타운임대,04595,임대,개별난방,2034,7,18,2002-05-25,589,동아건설,sh공사,위탁관리(직영+위탁),복도식,5분이내,"3호선, 6호선",약수역,초등학교(장충초) 중학교(장충중학교) 고등학교(동호정보공고),,,,f
60,60,서울특별시 중구 다산로 32,서울특별시 중구 신당동 844 신당남산타운(분양),04595,분양,개별난방,3116,35,18,2002-05-25,2441,현대건설.SK건설.동아건설,신당3구역 주택재개발 사업조함,위탁관리,혼합식,5분이내,6호선,버티고개,초등학교(장충초) 중학교(장충중학교) 고등학교(동호정보공고),,,,f
61,61,서울특별시 중구 청구로1길 23,서울특별시 중구 신당동 843 신당삼성임대,04588,임대,개별난방,440,3,21,1999-12-22,107,삼성물산,삼성물산,위탁관리,복도식,5~10분이내,"5호선, 6호선",청구,"초등학교(청구, 흥인초등학교) 중학교(금호여자중학교) 고등학교(대경정보산업고등학교)",,,,f
62,62,서울특별시 중구 동호로10길 30,서울특별시 중구 신당동 842 약수하이츠아파트(임대),04593,임대,개별난방,684,3,18,1999-07-29,133,동아건설,동아건설,위탁관리,복도식,10~15분이내,"3호선, 6호선",약수,초등학교(동산초등학교) 중학교(대경중학교) 고등학교(정보산업고등학교) 대학교(동국대학교),,,,f
63,63,서울특별시 중구 청구로1길 23,서울특별시 중구 신당동 843 신당삼성(분양),04588,분양,개별난방,994,14,23,1999-12-22,1094,삼성물산,삼성물산,위탁관리,혼합식,5~10분이내,"5호선, 6호선",,"초등학교(청구, 흥인초등학교) 중학교(금호여자중학교) 고등학교(대경정보산업고등학교)",,,,f
64,64,서울특별시 중구 동호로10길 30,서울특별시 중구 신당동 842 신당약수하이츠,04593,분양,개별난방,1598,16,20,1999-07-29,1381,동아건설(주),동아건설(주),위탁관리,혼합식,5분이내,"3호선, 6호선",약수,초등학교(동산초등학교) 중학교(대경중학교) 고등학교(정보산업고등학교),,,,f
65,65,서울특별시 중구 다산로36길 109,서울특별시 중구 신당동 840 신당현대,04582,분양,개별난방,942,10,15,1993-09-17,0,현대건설(주),신당제1구역 재개발조합,위탁관리,혼합식,5~10분이내,"2호선, 6호선",신당역,"초등학교(청구,흥인초등학교) 중학교(금호여자중학교) 고등학교(성동고등학교) 대학교(한양대학교)",,,,f
66,66,서울특별시 중구 다산로42나길 46,서울특별시 중구 신당동 846 파라다이스,04585,분양,개별난방,132,1,15,2000-07-10,111,파라다이스건설,파라다이스건설,위탁관리,혼합식,5~10분이내,"2호선, 5호선, 6호선",,초등학교(흥인초등학교) 고등학교(성동고등학교),,,,f
67,67,서울특별시 중구 청구로 64,서울특별시 중구 신당동 852-1 청구e편한세상임대,04587,임대,개별난방,158,2,15,2011-12-13,95,대림산업주식회사,신당제7주택재개발정비사업조합,위탁관리,복도식,5~10분이내,"2호선, 5호선, 6호선",청구,"초등학교(청구,흥인,장충) 중학교(한양,금호여,대경) 고등학교(성동,한양공,성동글로벌경영,대경정보산업)",,,,f
68,68,서울특별시 중구 퇴계로90길 74,서울특별시 중구 신당동 851 래미안신당하이베르,04582,분양,개별난방,784,15,15,2011-10-28,968,(주)삼성물산,6개발구역조합,위탁관리,계단식,10~15분이내,"2호선, 6호선",신당,"초등학교(신당,무학,흥인 ,청구) 중학교(금호여) 고등학교(성동)",,,,f
69,69,서울특별시 중구 퇴계로90길 74,서울특별시 중구 신당동 851-1 래미안신당하이베르임대,04582,임대,개별난방,161,1,15,2011-10-28,153,삼성물산(주),신당제6주택 재개발 정비사업조합,위탁관리,복도식,10~15분이내,"2호선, 5호선, 6호선",신당,"초등학교(신당,무학,흥인 ,청구) 중학교(금호여) 고등학교(성동)",,,,f
70,70,서울특별시 중구 퇴계로75길 7,서울특별시 중구 흥인동 119 동대문와이즈캐슬,04569,분양,개별난방,150,1,15,2014-10-23,90,롯데건설(주),애경개발(주),위탁관리(직영+위탁),복도식,5분이내,"2호선, 6호선",,,,,,f
71,71,서울특별시 중구 다산로46길 17,서울특별시 중구 흥인동 13-1 청계천두산위브더제니스,04570,분양,개별난방,295,1,36,2014-12-22,618,두산중공업,아시아신탁(주),위탁관리,혼합식,5분이내,"2호선, 6호선",,초등학교() 고등학교(),,,,f
72,72,서울특별시 중구 난계로11길 30,서울특별시 중구 황학동 882 황학코아루,04575,분양,개별난방,112,3,20,2010-10-29,115,우남건설,한국토지신탁,위탁관리,혼합식,5분이내,,,,,,,f
73,73,서울특별시 중구 청계천로 400,서울특별시 중구 황학동 2545 SH황학롯데캐슬베네치아,04572,임대,개별난방,336,1,33,2008-12-22,0,롯데건설,황학구역주택재개발조합,위탁관리,복도식,15~20분이내,"1호선, 2호선, 6호선",동묘,초등학교(숭신초) 고등학교(성동공업고),,,,f
74,74,서울특별시 중구 청계천로 400,서울특별시 중구 황학동 2545 롯데캐슬베네치아,04572,분양,개별난방,1534,5,33,2008-12-22,0,롯데건설,황학주택재개발조합,위탁관리,복도식,15~20분이내,"1호선, 6호선",동묘,초등학교(숭신초) 고등학교(성동공업고),,,,f
75,75,서울특별시 중구 퇴계로 447,서울특별시 중구 황학동 2523 황학아크로타워,04575,분양,개별난방,263,3,20,2010-03-31,414,대림산업,즐거운나라,위탁관리,계단식,5분이내,"2호선, 6호선",신당,초등학교(신당초등학교) 고등학교(성동고교) 대학교(동국대학교),,,,f
76,76,서울특별시 중구 정동 15-6 정동상림원아파트,서울특별시 중구 정동 15-6 정동상림원아파트,04518,분양,중앙난방,98,3,13,2008-09-25,155,경향신문사,한솔건설,위탁관리,혼합식,5~10분이내,"1호선, 2호선, 5호선",,중학교(창덕여자) 고등학교(이화여고),,,,f
77,77,서울특별시 중구 서소문로 89-20,서울특별시 중구 정동 37 삼정아트테라스정동,04516,분양,개별난방,168,1,9,2020-12-21,126,삼정기업,(주)수경하우징,위탁관리,복도식,5~10분이내,"1호선, 2호선",,고등학교() 대학교(),,,,f
78,78,서울특별시 중구 칠패로 27,서울특별시 중구 순화동 151 순화동포스코더샵,04511,분양,개별난방,137,2,1,2007-05-25,,포스코건설,정은스카이,위탁관리,계단식,,,,,,,,f
79,79,서울특별시 중구 서소문로9길 28,서울특별시 중구 순화동 217 덕수궁롯데캐슬아파트,04516,분양,개별난방,296,2,22,2016-08-31,363,롯데건설,순화 제1-1구역 도시환경정비사업조합,위탁관리,복도식,5~10분이내,"1호선, 2호선, 5호선","시청역, 서대문역",,,,,f
80,80,서울특별시 중구 중림로 21,서울특별시 중구 중림동 1154 더플레이스충정로,04506,임대,개별난방,276,1,7,2012-05-24,56,(주)cj건설,(주)대륙지에스,위탁관리,복도식,5분이내,"2호선, 5호선",,초등학교(서울 봉래초등학교) 고등학교(서울의료보건고등학교),,,,f
81,81,서울특별시 중구 중림로4길 41,서울특별시 중구 중림동 201 중림삼성래미안아파트,04502,임대,개별난방,355,2,18,2001-07-11,215,삼성물산(주),충정1-3지구 재개발조합,위탁관리,복도식,5분이내,"2호선, 5호선",충정로역,초등학교(봉래초등학교) 중학교(환일중학교) 고등학교(경기여자상업고등학교) 대학교(추계예술대학교),,,,f
82,82,서울특별시 중구 중림로 10,서울특별시 중구 중림동 200 중림삼성사이버빌리지,04502,분양,개별난방,712,12,18,2001-07-11,784,삼성물산,충정1-3지구 주택재개발조합,위탁관리,계단식,5분이내,"2호선, 5호선",충정로,초등학교(봉래초등학교) 고등학교(경기여상) 대학교(경기대학교),,,,f
83,83,서울특별시 중구 청파로 464,서울특별시 중구 중림동 355 브라운스톤서울아파트,,분양,개별난방,110,1,35,2006-03-20,641,이수건설,이수건설,위탁관리,복도식,5~10분이내,"1호선, 2호선, 4호선, 경의중앙선, 공항철도",,,,,,f
84,84,서울특별시 중구 만리재로33길 21,서울특별시 중구 만리동1가 231 엘아이지서울역리가,04501,분양,개별난방,181,4,15,2012-01-31,221,LIG건설(주),LIG건설(주),위탁관리,계단식,10~15분이내,"1호선, 2호선, 4호선, 경의중앙선, 경춘선, 공항철도",서울,"초등학교(봉래,소의) 중학교(환일) 고등학교(환일,경기여상)",,,,f
85,85,서울특별시 중구 만리재로 177,서울특별시 중구 만리동2가 288 서울역한라비발디센트럴아파트,04501,분양,개별난방,199,4,14,2018-01-16,217,(주)한라건설,만리제1주택재개발 정비사업조합,위탁관리,계단식,5~10분이내,"1호선, 2호선, 4호선, 5호선, 경의중앙선, 공항철도",,,,,,f
86,86,서울특별시 중구 만리재로 175,서울특별시 중구 만리동2가 273 서울역센트럴자이아파트,04500,혼합,개별난방,1341,14,25,2017-08-07,1537,GS건설주식회사,만리제2지구재개발 정비사업주택조합,위탁관리,혼합식,10~15분이내,"1호선, 2호선, 4호선, 5호선, 6호선, 경의중앙선, 공항철도",서울역,초등학교(봉래초등학교) 중학교(환일중학교) 고등학교(환일고등학교),,,,f
87,87,서울특별시 용산구 후암로 71-1,서울특별시 용산구 후암동 423-1 후암미주,04325,분양,개별난방,226,5,7,1980-07-22,0,라이프주택,라이프주택,자치관리,복도식,10~15분이내,"1호선, 4호선",숙대입구,"초등학교(삼광, 후암) 중학교(용산, 보성여중) 고등학교(용산, 보성여고) 대학교(숙명여대)",,,,f
88,88,서울특별시 용산구 한강대로71길 47,서울특별시 용산구 갈월동 98-6 용산 남영역 롯데캐슬 헤리티지,,임대,개별난방,269,1,24,2025-05-28,150,롯데건설,롯데건설,위탁관리,혼합식,,"1호선, 4호선",,,,,,f
89,89,서울특별시 용산구 한강대로 372,서울특별시 용산구 동자동 45 동부센트레빌아스테리움서울,04323,분양,중앙난방,278,3,35,2013-09-09,624,동부건설,동자동 제4구역 도시환경조합,위탁관리,계단식,5~10분이내,"1호선, 4호선, 공항철도",서울,"초등학교(봉래,) 중학교(환일, 배문) 고등학교(환일, 경기여상,) 대학교(숙명여대)",,,,f
90,90,서울특별시 용산구 청파로73길 36-7,서울특별시 용산구 서계동 100-1 어반허브 서울스테이션,,임대,중앙난방,265,1,10,2025-03-31,95,우암건설(주),(주)에버그린플라자,위탁관리,복도식,10~15분이내,"1호선, 4호선, 공항철도",,,,,,f
91,91,서울특별시 용산구 원효로1가 134 용산원효루미니,서울특별시 용산구 원효로1가 134 용산원효루미니,04314,임대,개별난방,752,1,29,2022-04-28,423,롯데건설(주).서울주택도시공사,롯데건설(주),위탁관리,복도식,5분이내,"1호선, 4호선, 경의중앙선","남영역. 숙대입구역, 효창공원역",,,,,f
